3219,-0.0659,1.0093,0.1028,0.3662,-0.1831,-0.2747,-18.639,17.621,-75.241,83.713,1.0166,0,0,0,0
3319,-0.0649,1.0068,0.1013,0.3967,-0.1526,-0.1831,-18.639,17.621,-75.241,83.443,1.014,0,0,0,0
3419,-0.0667,1.0095,0.1021,0.6409,-0.061,-0.3052,-18.281,17.981,-73.508,83.755,1.0169,0,0,0,0
3519,-0.0647,1.0078,0.1038,0.5188,-0.1526,-0.1526,-17.743,18.161,-76.108,83.781,1.0152,0,0,0,0
3619,-0.0662,1.0078,0.1018,0.5188,-0.061,-0.3052,-19.177,17.082,-73.681,83.617,1.0151,0,0,0,0
3719,-0.0627,1.0093,0.1072,0.3967,-0.1221,-0.3052,-17.206,19.06,-73.854,83.649,1.0169,0,0,0,0
3819,-0.0649,1.009,0.1011,0.4883,0.0305,-0.2441,-17.206,19.06,-73.854,83.736,1.0162,0,0,0,0
3919,-0.0652,1.0081,0.1028,0.4578,-0.1831,-0.1526,-16.309,18.52,-73.334,83.779,1.0154,0,0,0,0
4019,-0.0657,1.0085,0.1045,0.4883,-0.1526,-0.3662,-18.819,17.082,-75.415,83.736,1.0161,0,0,0,0
4119,-0.0654,1.0085,0.104,0.4883,-0.061,-0.2136,-17.922,17.621,-74.894,83.551,1.016,0,0,0,0
4219,-0.0652,1.0095,0.1035,0.5798,-0.061,-0.2136,-17.743,18.88,-76.455,83.612,1.0169,0,0,0,0
4319,-0.0654,1.0078,0.1033,0.4272,-0.1831,-0.3357,-17.743,18.88,-76.455,83.792,1.0152,0,0,0,0
4419,-0.0669,1.0085,0.1047,0.5493,-0.1831,-0.2747,-17.026,18.161,-74.721,83.654,1.0162,0,0,0,0
4521,-0.064,1.0088,0.1023,0.4272,-0.1221,-0.2441,-18.998,17.981,-74.548,83.683,1.016,0,0,0,0
4621,-0.0649,1.0095,0.1018,0.3967,-0.1831,-0.1221,-16.847,18.341,-74.548,83.757,1.0167,0,0,0,0
4721,-0.0632,1.0066,0.1099,0.5493,-0.061,-0.3052,-17.206,15.823,-74.894,83.728,1.0145,0,0,0,0
4822,-0.0657,1.0083,0.1013,0.3967,-0.1526,-0.2136,-17.206,15.823,-74.894,83.591,1.0155,0,0,0,0
4922,-0.0642,1.0098,0.1028,0.3967,-0.0305,-0.2441,-18.102,17.801,-75.068,83.62,1.017,0,0,0,0
5022,-0.064,1.0107,0.0991,0.4578,-0.1831,-0.2136,-17.922,18.7,-74.548,83.485,1.0176,0,0,0,0
5122,-0.0664,1.0081,0.1113,0.4883,0.0305,-0.2441,-19.356,18.341,-75.935,83.8,1.0164,0,0,0,0
5222,-0.0662,1.01,0.1062,0.5493,-0.1221,-0.1221,-18.46,17.082,-75.068,83.665,1.0177,0,0,0,0
5322,-0.0671,1.0088,0.1013,0.4272,0.0305,-0.2441,-18.46,17.082,-75.068,83.57,1.0161,0,0,0,0
5422,-0.0664,1.009,0.1008,0.3967,-0.1526,-0.2441,-18.46,18.52,-74.721,83.66,1.0162,0,0,0,0
5522,-0.0664,1.0066,0.105,0.3967,-0.0916,-0.2747,-17.922,17.981,-74.548,83.496,1.0142,0,0,0,0
5622,-0.0632,1.0083,0.1016,0.3967,-0.0305,-0.1831,-17.385,19.24,-73.681,83.554,1.0154,0,0,0,0
5722,-0.0659,1.0083,0.1033,0.4578,-0.2136,-0.2747,-17.385,19.24,-73.681,83.763,1.0157,0,0,0,0
5822,-0.0664,1.0073,0.1035,0.5493,-0.061,-0.1526,-17.026,17.801,-74.721,83.699,1.0148,0,0,0,0
5922,-0.0637,1.0107,0.1018,0.5493,-0.0916,-0.1831,-17.743,16.363,-75.415,83.715,1.0179,0,0,0,0
6022,-0.0635,1.0093,0.1052,0.5798,-0.061,-0.2136,-17.206,17.621,-74.201,83.641,1.0167,0,0,0,0
6122,-0.0693,1.009,0.1064,0.4578,-0.2136,-0.1831,-16.489,19.779,-73.854,83.432,1.017,0,0,0,0
6222,-0.0596,1.0078,0.1062,0.6104,-0.1831,-0.1526,-16.489,19.779,-73.854,83.744,1.0151,0,0,0,0
6322,-0.0659,1.0076,0.0984,0.5188,-0.061,-0.2747,-16.668,18.52,-74.374,83.625,1.0145,0,0,0,0
6422,-0.0613,1.0081,0.1042,0.3967,-0.2136,-0.1526,-17.564,18.7,-74.894,83.744,1.0153,0,0,0,0
6522,-0.0645,1.0078,0.1047,0.4578,-0.1831,-0.2747,-17.922,18.341,-75.935,83.491,1.0153,0,0,0,0
6622,-0.0654,1.0098,0.105,0.4578,-0.061,-0.3052,-19.356,18.7,-76.281,83.67,1.0173,0,0,0,0
6722,-0.0637,1.0107,0.1079,0.4272,-0.0305,-0.2136,-19.356,18.7,-76.281,83.562,1.0185,0,0,0,0
6822,-0.0671,1.0085,0.0957,0.5188,-0.1526,-0.2441,-18.639,18.341,-76.281,83.731,1.0153,0,0,0,0
6922,-0.0674,1.0093,0.1001,0.4272,-0.1526,-0.1831,-17.743,16.722,-75.068,84.027,1.0165,0,0,0,0
7022,-0.0657,1.0083,0.1062,0.3967,-0.1221,-0.3052,-18.998,18.7,-73.161,83.654,1.016,0,0,0,0
7122,-0.0659,1.01,0.1057,0.4272,-0.0305,-0.3357,-17.026,17.801,-75.068,83.789,1.0177,0,0,0,0
7222,-0.0647,1.0073,0.1057,0.4578,-0.0916,-0.2441,-17.026,17.801,-75.068,84.037,1.0149,0,0,0,0
7322,-0.0676,1.0093,0.1079,0.5493,-0.061,-0.2136,-18.819,18.52,-75.068,83.739,1.0173,0,0,0,0
7422,-0.0671,1.0078,0.1038,0.4272,-0.1526,-0.2441,-18.281,16.543,-76.281,83.604,1.0154,0,0,0,0
7522,-0.0632,1.0071,0.1038,0.5188,-0.0305,-0.3357,-18.998,19.06,-74.548,83.89,1.0144,0,0,0,0
7622,-0.0684,1.0083,0.0999,0.3662,-0.1831,-0.3052,-18.998,18.341,-72.814,84.053,1.0155,0,0,0,0
7723,-0.062,1.0085,0.1057,0.4272,-0.0305,-0.2441,-18.998,18.341,-72.814,83.826,1.016,0,0,0,0
7823,-0.0674,1.0078,0.1086,0.5188,-0.1831,-0.1831,-17.743,18.161,-75.761,83.512,1.0159,0,0,0,0
7923,-0.0642,1.0103,0.1018,0.5188,-0.1221,-0.2441,-18.281,17.262,-75.241,83.768,1.0174,0,0,0,0
8023,-0.0623,1.0076,0.1047,0.4272,-0.0305,-0.2747,-16.489,17.981,-73.854,83.993,1.0149,0,0,0,0
8123,-0.0691,1.0088,0.1072,0.5493,-0.1221,-0.2747,-16.489,17.981,-73.854,83.974,1.0168,0,0,0,0
8223,-0.063,1.0081,0.1069,0.4578,-0.1831,-0.1831,-17.206,20.139,-73.508,83.689,1.0157,0,0,0,0
8323,-0.0667,1.0085,0.1025,0.4578,0.0916,-0.2441,-16.668,18.88,-75.761,83.839,1.0159,0,0,0,0
8423,-0.0664,1.0098,0.1057,0.4272,-0.1221,-0.1221,-18.998,17.981,-74.201,83.839,1.0175,0,0,0,0
8523,-0.0637,1.0085,0.1033,0.4578,-0.0916,-0.2747,-16.668,18.52,-75.761,83.734,1.0158,0,0,0,0
8623,-0.0645,1.009,0.1018,0.2747,-0.061,-0.1831,-16.668,18.52,-75.761,83.85,1.0162,0,0,0,0
8723,-0.0649,1.0071,0.1028,0.4883,-0.1831,-0.2747,-17.564,17.981,-74.894,83.821,1.0144,0,0,0,0
8823,-0.0642,1.0071,0.1033,0.4272,-0.1221,-0.1221,-17.385,17.442,-76.108,83.85,1.0144,0,0,0,0
8923,-0.0674,1.01,0.1033,0.4272,-0.0305,-0.2441,-17.922,17.621,-74.548,83.895,1.0175,0,0,0,0
9023,-0.0601,1.0093,0.1079,0.5493,-0.2136,-0.3052,-17.564,17.621,-75.588,83.895,1.0168,0,0,0,0
9123,-0.0671,1.0088,0.1018,0.3967,-0.1831,-0.1831,-17.564,17.621,-75.588,83.966,1.0161,0,0,0,0
9223,-0.0645,1.0081,0.1055,0.4578,0,-0.0916,-18.46,18.52,-74.374,83.937,1.0156,0,0,0,0
9323,-0.0654,1.0095,0.1042,0.4578,-0.061,-0.2136,-18.281,19.779,-73.854,83.744,1.017,0,0,0,0
9423,-0.0667,1.0085,0.104,0.4883,-0.3052,-0.3662,-17.385,18.161,-74.028,83.773,1.0161,0,0,0,0
9523,-0.0664,1.0081,0.104,0.5188,-0.061,-0.3052,-17.743,18.161,-75.068,83.607,1.0156,0,0,0,0
9623,-0.0679,1.0088,0.105,0.3967,0.0305,-0.2136,-17.743,18.161,-75.068,83.665,1.0165,0,0,0,0
9723,-0.0642,1.0112,0.1003,0.4883,-0.1831,-0.1221,-17.026,17.442,-75.415,83.726,1.0182,0,0,0,0
9823,-0.0645,1.0095,0.1045,0.5493,-0.1221,-0.1526,-17.385,18.161,-75.415,83.845,1.017,0,0,0,0
9923,-0.0662,1.0112,0.1023,0.3662,-0.1831,-0.2136,-17.922,17.262,-74.548,83.8,1.0185,0,0,0,0
10023,-0.0637,1.009,0.0999,0.4578,0.0916,-0.3052,-17.743,18.88,-73.334,83.742,1.016,0,0,0,0
10123,-0.0645,1.0081,0.1069,0.4272,-0.1526,-0.1831,-17.743,18.88,-73.334,83.559,1.0158,0,0,0,0
10223,-0.0627,1.0095,0.1067,0.4272,0.0916,-0.1221,-16.668,18.52,-74.721,83.382,1.0171,0,0,0,0
10323,-0.0652,1.009,0.1008,0.4883,-0.0916,-0.1831,-17.385,17.801,-74.721,83.337,1.0162,0,0,0,0
10423,-0.0667,1.0088,0.1079,0.3967,-0.2136,-0.2747,-16.13,17.981,-75.588,83.575,1.0167,0,0,0,0
10523,-0.064,1.0046,0.1057,0.4272,-0.1221,-0.2747,-16.13,17.981,-75.588,83.62,1.0122,0,0,0,0
10624,-0.0654,1.0085,0.1008,0.4578,-0.061,-0.2441,-17.743,18.161,-74.721,83.337,1.0157,0,0,0,0
10724,-0.0652,1.0068,0.1023,0.5188,-0.1526,-0.2136,-17.743,17.801,-75.761,83.662,1.0141,0,0,0,0
10824,-0.0654,1.0085,0.1055,0.5188,-0.1831,-0.2136,-18.102,17.442,-74.721,83.382,1.0162,0,0,0,0
10924,-0.0654,1.0088,0.1052,0.5493,-0.0305,-0.1221,-16.309,18.161,-73.334,83.649,1.0164,0,0,0,0
11024,-0.0654,1.0081,0.1025,0.4578,-0.0305,-0.2441,-16.309,18.161,-73.334,83.528,1.0154,0,0,0,0
11124,-0.0659,1.0098,0.1025,0.3967,-0.0916,-0.2747,-17.385,18.52,-74.374,83.662,1.0171,0,0,0,0
